city,date,rate,state
Allahabad,05-03-2020,64.3,Uttar Pradesh
Allahabad,06-03-2020,64.19,Uttar Pradesh
Allahabad,07-03-2020,64.09,Uttar Pradesh
Allahabad,08-03-2020,63.94,Uttar Pradesh
Allahabad,09-03-2020,63.72,Uttar Pradesh
Allahabad,10-03-2020,63.47,Uttar Pradesh
Allahabad,11-03-2020,63.47,Uttar Pradesh
Allahabad,12-03-2020,63.41,Uttar Pradesh
Allahabad,13-03-2020,63.28,Uttar Pradesh
Allahabad,14-03-2020,63.1,Uttar Pradesh
Allahabad,15-03-2020,63.02,Uttar Pradesh
Allahabad,16-03-2020,62.89,Uttar Pradesh
Allahabad,17-03-2020,62.89,Uttar Pradesh
Allahabad,18-03-2020,62.89,Uttar Pradesh
Allahabad,19-03-2020,62.89,Uttar Pradesh
Allahabad,20-03-2020,62.89,Uttar Pradesh
Allahabad,21-03-2020,62.89,Uttar Pradesh
Allahabad,22-03-2020,62.89,Uttar Pradesh
Allahabad,23-03-2020,62.89,Uttar Pradesh
Allahabad,24-03-2020,62.89,Uttar Pradesh
Allahabad,25-03-2020,62.89,Uttar Pradesh
Allahabad,26-03-2020,62.89,Uttar Pradesh
Allahabad,27-03-2020,62.89,Uttar Pradesh
Allahabad,28-03-2020,62.89,Uttar Pradesh
Allahabad,29-03-2020,62.89,Uttar Pradesh
Allahabad,30-03-2020,62.89,Uttar Pradesh
Allahabad,31-03-2020,62.89,Uttar Pradesh
Allahabad,01-04-2020,62.89,Uttar Pradesh
Allahabad,02-04-2020,62.89,Uttar Pradesh
Allahabad,03-04-2020,62.89,Uttar Pradesh
Allahabad,04-04-2020,62.89,Uttar Pradesh
Allahabad,05-04-2020,62.89,Uttar Pradesh
Allahabad,06-04-2020,62.89,Uttar Pradesh
Allahabad,07-04-2020,62.89,Uttar Pradesh
Allahabad,08-04-2020,62.89,Uttar Pradesh
Allahabad,09-04-2020,62.89,Uttar Pradesh
Allahabad,10-04-2020,62.89,Uttar Pradesh
Allahabad,11-04-2020,62.89,Uttar Pradesh
Allahabad,12-04-2020,62.89,Uttar Pradesh
Allahabad,13-04-2020,62.89,Uttar Pradesh
Allahabad,14-04-2020,62.89,Uttar Pradesh
Allahabad,15-04-2020,62.89,Uttar Pradesh
Allahabad,16-04-2020,62.89,Uttar Pradesh
Allahabad,17-04-2020,62.89,Uttar Pradesh
Allahabad,18-04-2020,62.89,Uttar Pradesh
Allahabad,20-04-2020,62.89,Uttar Pradesh
Allahabad,21-04-2020,62.89,Uttar Pradesh
Allahabad,22-04-2020,62.89,Uttar Pradesh
Allahabad,23-04-2020,62.89,Uttar Pradesh
Allahabad,24-04-2020,62.89,Uttar Pradesh
Allahabad,25-04-2020,62.89,Uttar Pradesh
Allahabad,26-04-2020,62.89,Uttar Pradesh
Allahabad,27-04-2020,62.89,Uttar Pradesh
Allahabad,28-04-2020,62.89,Uttar Pradesh
Allahabad,29-04-2020,62.89,Uttar Pradesh
Allahabad,30-04-2020,62.89,Uttar Pradesh
Allahabad,01-05-2020,62.89,Uttar Pradesh
Allahabad,02-05-2020,62.89,Uttar Pradesh
Allahabad,03-05-2020,62.89,Uttar Pradesh
Allahabad,04-05-2020,62.89,Uttar Pradesh
Allahabad,05-05-2020,62.89,Uttar Pradesh
Allahabad,06-05-2020,62.89,Uttar Pradesh
Allahabad,07-05-2020,62.89,Uttar Pradesh
Allahabad,08-05-2020,62.89,Uttar Pradesh
Allahabad,09-05-2020,62.89,Uttar Pradesh
Allahabad,10-05-2020,62.89,Uttar Pradesh
Allahabad,11-05-2020,62.89,Uttar Pradesh
Allahabad,12-05-2020,62.89,Uttar Pradesh
Allahabad,13-05-2020,62.89,Uttar Pradesh
Allahabad,14-05-2020,62.89,Uttar Pradesh
Allahabad,15-05-2020,62.89,Uttar Pradesh
Allahabad,16-05-2020,62.89,Uttar Pradesh
Allahabad,17-05-2020,62.89,Uttar Pradesh
Allahabad,18-05-2020,62.89,Uttar Pradesh
Allahabad,19-05-2020,62.89,Uttar Pradesh
Allahabad,20-05-2020,62.89,Uttar Pradesh
Allahabad,21-05-2020,62.89,Uttar Pradesh
Allahabad,22-05-2020,62.89,Uttar Pradesh
Allahabad,22-05-2020,62.89,Uttar Pradesh
Allahabad,23-05-2020,62.89,Uttar Pradesh
Allahabad,23-05-2020,62.89,Uttar Pradesh
Allahabad,24-05-2020,62.89,Uttar Pradesh
Allahabad,24-05-2020,62.89,Uttar Pradesh
Allahabad,25-05-2020,62.89,Uttar Pradesh
Allahabad,25-05-2020,62.89,Uttar Pradesh
Allahabad,26-05-2020,62.89,Uttar Pradesh
Allahabad,26-05-2020,62.89,Uttar Pradesh
Allahabad,27-05-2020,62.89,Uttar Pradesh
Allahabad,27-05-2020,62.89,Uttar Pradesh
Allahabad,28-05-2020,62.89,Uttar Pradesh
Allahabad,28-05-2020,62.89,Uttar Pradesh
Allahabad,29-05-2020,62.89,Uttar Pradesh
Allahabad,29-05-2020,62.89,Uttar Pradesh
Allahabad,30-05-2020,62.89,Uttar Pradesh
Allahabad,30-05-2020,62.89,Uttar Pradesh
Allahabad,31-05-2020,62.89,Uttar Pradesh
Allahabad,31-05-2020,62.89,Uttar Pradesh
Allahabad,01-06-2020,63.89,Uttar Pradesh
Allahabad,02-06-2020,63.89,Uttar Pradesh
Allahabad,03-06-2020,63.89,Uttar Pradesh
Allahabad,04-06-2020,63.89,Uttar Pradesh
Allahabad,05-06-2020,63.89,Uttar Pradesh
Allahabad,06-06-2020,63.89,Uttar Pradesh
Allahabad,07-06-2020,64.29,Uttar Pradesh
Allahabad,08-06-2020,64.89,Uttar Pradesh
Allahabad,09-06-2020,65.47,Uttar Pradesh
Allahabad,10-06-2020,66.07,Uttar Pradesh
Allahabad,11-06-2020,66.67,Uttar Pradesh
Allahabad,12-06-2020,67.27,Uttar Pradesh
Allahabad,13-06-2020,67.87,Uttar Pradesh
Allahabad,14-06-2020,68.47,Uttar Pradesh
Allahabad,15-06-2020,67.92,Uttar Pradesh
Allahabad,16-06-2020,68.36,Uttar Pradesh
Allahabad,17-06-2020,68.82,Uttar Pradesh
Allahabad,18-06-2020,69.31,Uttar Pradesh
Allahabad,19-06-2020,69.8,Uttar Pradesh
Allahabad,20-06-2020,70.27,Uttar Pradesh
Allahabad,21-06-2020,70.73,Uttar Pradesh
Allahabad,22-06-2020,71.17,Uttar Pradesh
Allahabad,23-06-2020,71.59,Uttar Pradesh
Allahabad,24-06-2020,71.96,Uttar Pradesh
Allahabad,25-06-2020,72.07,Uttar Pradesh
Allahabad,26-06-2020,72.21,Uttar Pradesh
Allahabad,27-06-2020,72.4,Uttar Pradesh
Allahabad,28-06-2020,72.4,Uttar Pradesh
Allahabad,29-06-2020,72.51,Uttar Pradesh
Allahabad,30-06-2020,72.51,Uttar Pradesh
Allahabad,01-07-2020,72.51,Uttar Pradesh
Allahabad,02-07-2020,72.51,Uttar Pradesh
Allahabad,03-07-2020,72.51,Uttar Pradesh
Allahabad,04-07-2020,72.51,Uttar Pradesh
Allahabad,05-07-2020,72.51,Uttar Pradesh
Allahabad,06-07-2020,72.51,Uttar Pradesh
Allahabad,07-07-2020,72.76,Uttar Pradesh
Allahabad,08-07-2020,72.76,Uttar Pradesh
Allahabad,09-07-2020,72.76,Uttar Pradesh
Allahabad,10-07-2020,72.76,Uttar Pradesh
Allahabad,11-07-2020,72.76,Uttar Pradesh
Allahabad,12-07-2020,72.9,Uttar Pradesh
Allahabad,13-07-2020,73,Uttar Pradesh
Allahabad,15-07-2020,73.12,Uttar Pradesh
Allahabad,16-07-2020,73.12,Uttar Pradesh
Allahabad,17-07-2020,73.29,Uttar Pradesh
Allahabad,18-07-2020,73.43,Uttar Pradesh
Allahabad,19-07-2020,73.43,Uttar Pradesh
Allahabad,20-07-2020,73.54,Uttar Pradesh
Allahabad,21-07-2020,73.54,Uttar Pradesh
Allahabad,22-07-2020,73.54,Uttar Pradesh
Allahabad,23-07-2020,73.54,Uttar Pradesh
Allahabad,24-07-2020,73.54,Uttar Pradesh
Allahabad,25-07-2020,73.67,Uttar Pradesh
Allahabad,26-07-2020,73.8,Uttar Pradesh
Allahabad,27-07-2020,73.8,Uttar Pradesh
Allahabad,28-07-2020,73.8,Uttar Pradesh
Allahabad,29-07-2020,73.8,Uttar Pradesh
Allahabad,30-07-2020,73.8,Uttar Pradesh
Allahabad,31-07-2020,73.8,Uttar Pradesh
Allahabad,01-08-2020,73.8,Uttar Pradesh
Allahabad,02-08-2020,73.8,Uttar Pradesh
Allahabad,03-08-2020,73.8,Uttar Pradesh
Allahabad,04-08-2020,73.8,Uttar Pradesh
Allahabad,05-08-2020,73.8,Uttar Pradesh
Allahabad,06-08-2020,73.8,Uttar Pradesh
Allahabad,07-08-2020,73.8,Uttar Pradesh
Allahabad,08-08-2020,73.8,Uttar Pradesh
Allahabad,09-08-2020,73.8,Uttar Pradesh
Allahabad,10-08-2020,73.8,Uttar Pradesh
Allahabad,11-08-2020,73.8,Uttar Pradesh
Allahabad,12-08-2020,73.8,Uttar Pradesh
Allahabad,13-08-2020,73.8,Uttar Pradesh
Allahabad,14-08-2020,73.8,Uttar Pradesh
Allahabad,15-08-2020,73.8,Uttar Pradesh
Allahabad,16-08-2020,73.8,Uttar Pradesh
Allahabad,17-08-2020,73.8,Uttar Pradesh
Allahabad,18-08-2020,73.8,Uttar Pradesh
Allahabad,19-08-2020,73.8,Uttar Pradesh
Allahabad,20-08-2020,73.8,Uttar Pradesh
Allahabad,21-08-2020,73.8,Uttar Pradesh
Allahabad,22-08-2020,73.8,Uttar Pradesh
Allahabad,23-08-2020,73.8,Uttar Pradesh
Allahabad,24-08-2020,73.8,Uttar Pradesh
Allahabad,25-08-2020,73.8,Uttar Pradesh
Allahabad,26-08-2020,73.8,Uttar Pradesh
Allahabad,27-08-2020,73.8,Uttar Pradesh
Allahabad,28-08-2020,73.8,Uttar Pradesh
Allahabad,29-08-2020,73.8,Uttar Pradesh
Allahabad,30-08-2020,73.8,Uttar Pradesh
Allahabad,31-08-2020,73.8,Uttar Pradesh
Allahabad,01-09-2020,73.8,Uttar Pradesh
Allahabad,02-09-2020,73.8,Uttar Pradesh
Allahabad,03-09-2020,73.65,Uttar Pradesh
Allahabad,04-09-2020,73.65,Uttar Pradesh
Allahabad,05-09-2020,73.52,Uttar Pradesh
Allahabad,06-09-2020,73.52,Uttar Pradesh
Allahabad,07-09-2020,73.41,Uttar Pradesh
Allahabad,08-09-2020,73.41,Uttar Pradesh
Allahabad,09-09-2020,73.41,Uttar Pradesh
Allahabad,10-09-2020,73.29,Uttar Pradesh
Allahabad,11-09-2020,73.29,Uttar Pradesh
Allahabad,12-09-2020,73.17,Uttar Pradesh
Allahabad,13-09-2020,73.17,Uttar Pradesh
Allahabad,14-09-2020,73.02,Uttar Pradesh
Allahabad,15-09-2020,72.8,Uttar Pradesh
Allahabad,16-09-2020,72.8,Uttar Pradesh
Allahabad,17-09-2020,72.61,Uttar Pradesh
Allahabad,18-09-2020,72.26,Uttar Pradesh
Allahabad,19-09-2020,72.07,Uttar Pradesh
Allahabad,20-09-2020,71.87,Uttar Pradesh
Allahabad,21-09-2020,71.75,Uttar Pradesh
Allahabad,22-09-2020,71.63,Uttar Pradesh
Allahabad,23-09-2020,71.63,Uttar Pradesh
Allahabad,24-09-2020,71.63,Uttar Pradesh
Allahabad,25-09-2020,71.48,Uttar Pradesh
Allahabad,26-09-2020,71.34,Uttar Pradesh
Allahabad,27-09-2020,71.19,Uttar Pradesh
Allahabad,28-09-2020,71.15,Uttar Pradesh
Allahabad,29-09-2020,71.08,Uttar Pradesh
Allahabad,30-09-2020,71.08,Uttar Pradesh
Allahabad,01-10-2020,70.99,Uttar Pradesh
Allahabad,02-10-2020,70.92,Uttar Pradesh
Allahabad,03-10-2020,70.92,Uttar Pradesh
Allahabad,04-10-2020,70.92,Uttar Pradesh
Allahabad,05-10-2020,70.92,Uttar Pradesh
Allahabad,06-10-2020,70.92,Uttar Pradesh
Allahabad,07-10-2020,70.92,Uttar Pradesh
Allahabad,08-10-2020,70.92,Uttar Pradesh
Allahabad,09-10-2020,70.92,Uttar Pradesh
Allahabad,10-10-2020,70.92,Uttar Pradesh
Allahabad,11-10-2020,70.92,Uttar Pradesh
Allahabad,12-10-2020,70.92,Uttar Pradesh
Allahabad,13-10-2020,70.92,Uttar Pradesh
Allahabad,14-10-2020,70.92,Uttar Pradesh
Allahabad,15-10-2020,70.92,Uttar Pradesh
Allahabad,16-10-2020,70.92,Uttar Pradesh
Allahabad,17-10-2020,70.92,Uttar Pradesh
Allahabad,18-10-2020,70.92,Uttar Pradesh
Allahabad,19-10-2020,70.92,Uttar Pradesh
Allahabad,20-10-2020,70.92,Uttar Pradesh
Allahabad,21-10-2020,70.92,Uttar Pradesh
Allahabad,22-10-2020,70.92,Uttar Pradesh
Allahabad,23-10-2020,70.92,Uttar Pradesh
Allahabad,24-10-2020,70.92,Uttar Pradesh
Allahabad,25-10-2020,70.92,Uttar Pradesh
Allahabad,26-10-2020,70.92,Uttar Pradesh
Allahabad,27-10-2020,70.92,Uttar Pradesh
Allahabad,28-10-2020,70.92,Uttar Pradesh
Allahabad,29-10-2020,70.92,Uttar Pradesh
Allahabad,30-10-2020,70.92,Uttar Pradesh
Allahabad,31-10-2020,70.92,Uttar Pradesh
Allahabad,01-11-2020,70.92,Uttar Pradesh
Allahabad,02-11-2020,70.92,Uttar Pradesh
Allahabad,03-11-2020,70.92,Uttar Pradesh
Allahabad,04-11-2020,70.92,Uttar Pradesh
Allahabad,05-11-2020,70.92,Uttar Pradesh
Allahabad,06-11-2020,70.92,Uttar Pradesh
Allahabad,07-11-2020,70.92,Uttar Pradesh
Allahabad,08-11-2020,70.92,Uttar Pradesh
Allahabad,09-11-2020,70.92,Uttar Pradesh
Allahabad,10-11-2020,70.92,Uttar Pradesh
Allahabad,11-11-2020,70.92,Uttar Pradesh
Allahabad,12-11-2020,70.92,Uttar Pradesh
Allahabad,13-11-2020,70.92,Uttar Pradesh
Allahabad,14-11-2020,70.92,Uttar Pradesh
Allahabad,15-11-2020,70.92,Uttar Pradesh
Allahabad,16-11-2020,70.92,Uttar Pradesh
Allahabad,17-11-2020,70.92,Uttar Pradesh
Allahabad,18-11-2020,70.92,Uttar Pradesh
Allahabad,19-11-2020,70.92,Uttar Pradesh
Allahabad,20-11-2020,71.1,Uttar Pradesh
Allahabad,21-11-2020,71.27,Uttar Pradesh
Allahabad,22-11-2020,71.41,Uttar Pradesh
Allahabad,23-11-2020,71.56,Uttar Pradesh
Allahabad,24-11-2020,71.7,Uttar Pradesh
Allahabad,25-11-2020,71.7,Uttar Pradesh
Allahabad,26-11-2020,71.88,Uttar Pradesh
Allahabad,27-11-2020,72.08,Uttar Pradesh
Allahabad,28-11-2020,72.34,Uttar Pradesh
Allahabad,29-11-2020,72.64,Uttar Pradesh
Allahabad,30-11-2020,72.64,Uttar Pradesh
Allahabad,01-12-2020,72.64,Uttar Pradesh
Allahabad,02-12-2020,72.87,Uttar Pradesh
Allahabad,03-12-2020,73.06,Uttar Pradesh
Allahabad,04-12-2020,73.29,Uttar Pradesh
Allahabad,05-12-2020,73.54,Uttar Pradesh
Allahabad,06-12-2020,73.83,Uttar Pradesh
Allahabad,07-12-2020,74.09,Uttar Pradesh
Allahabad,08-12-2020,74.09,Uttar Pradesh
Allahabad,09-12-2020,74.09,Uttar Pradesh
Allahabad,10-12-2020,74.09,Uttar Pradesh
Allahabad,11-12-2020,74.09,Uttar Pradesh
Allahabad,12-12-2020,74.09,Uttar Pradesh
Allahabad,13-12-2020,74.09,Uttar Pradesh
Allahabad,14-12-2020,74.09,Uttar Pradesh
Allahabad,15-12-2020,74.09,Uttar Pradesh
Allahabad,16-12-2020,74.09,Uttar Pradesh
Allahabad,17-12-2020,74.09,Uttar Pradesh
Allahabad,18-12-2020,74.09,Uttar Pradesh
Allahabad,19-12-2020,74.09,Uttar Pradesh
Allahabad,20-12-2020,74.09,Uttar Pradesh
Allahabad,21-12-2020,74.09,Uttar Pradesh
Allahabad,22-12-2020,74.09,Uttar Pradesh
Allahabad,23-12-2020,74.09,Uttar Pradesh
Allahabad,24-12-2020,74.09,Uttar Pradesh
Allahabad,25-12-2020,74.09,Uttar Pradesh
Allahabad,26-12-2020,74.09,Uttar Pradesh
Allahabad,27-12-2020,74.09,Uttar Pradesh
Allahabad,28-12-2020,74.09,Uttar Pradesh
Allahabad,29-12-2020,74.09,Uttar Pradesh
Allahabad,30-12-2020,74.09,Uttar Pradesh
Allahabad,31-12-2020,74.09,Uttar Pradesh
Bengaluru,25-06-2011,46.06,Karnataka
Bengaluru,01-07-2011,46.21,Karnataka
Bengaluru,25-07-2012,44.98,Karnataka
Bengaluru,01-08-2012,45.11,Karnataka
Bengaluru,14-09-2012,51.24,Karnataka
Bengaluru,27-10-2012,51.41,Karnataka
Bengaluru,18-01-2013,52.09,Karnataka
Bengaluru,16-02-2013,52.64,Karnataka
Bengaluru,23-03-2013,53.02,Karnataka
Bengaluru,11-05-2013,54.21,Karnataka
Bengaluru,01-06-2013,54.82,Karnataka
Bengaluru,02-07-2013,55.39,Karnataka
Bengaluru,01-08-2013,55.49,Karnataka
Bengaluru,01-09-2013,56.1,Karnataka
Bengaluru,01-10-2013,57.08,Karnataka
Bengaluru,01-11-2013,57.69,Karnataka
Bengaluru,01-12-2013,58.3,Karnataka
Bengaluru,21-12-2013,58.4,Karnataka
Bengaluru,04-01-2014,59.01,Karnataka
Bengaluru,01-02-2014,59.38,Karnataka
Bengaluru,01-03-2014,60,Karnataka
Bengaluru,13-05-2014,61.33,Karnataka
Bengaluru,01-06-2014,61.94,Karnataka
Bengaluru,01-07-2014,62.85,Karnataka
Bengaluru,01-08-2014,63.46,Karnataka
Bengaluru,31-08-2014,64.07,Karnataka
Bengaluru,19-10-2014,60.43,Karnataka
Bengaluru,01-11-2014,57.94,Karnataka
Bengaluru,01-12-2014,57.04,Karnataka
Bengaluru,16-12-2014,54.88,Karnataka
Bengaluru,17-01-2015,52.49,Karnataka
Bengaluru,04-02-2015,50.06,Karnataka
Bengaluru,16-02-2015,50.72,Karnataka
Bengaluru,01-03-2015,54.06,Karnataka
Bengaluru,02-04-2015,53.15,Karnataka
Bengaluru,15-04-2015,51.74,Karnataka
Bengaluru,01-05-2015,54.28,Karnataka
Bengaluru,16-05-2015,57.23,Karnataka
Bengaluru,16-06-2015,55.83,Karnataka
Bengaluru,01-07-2015,55.05,Karnataka
Bengaluru,15-07-2015,52.59,Karnataka
Bengaluru,01-08-2015,48.77,Karnataka
Bengaluru,15-08-2015,47.54,Karnataka
Bengaluru,01-09-2015,47.02,Karnataka
Bengaluru,01-10-2015,47.61,Karnataka
Bengaluru,16-10-2015,48.6,Karnataka
Bengaluru,01-11-2015,48.63,Karnataka
Bengaluru,16-11-2015,49.54,Karnataka
Bengaluru,01-12-2015,49.29,Karnataka
Bengaluru,16-12-2015,48.8,Karnataka
Bengaluru,01-01-2016,47.69,Karnataka
Bengaluru,15-01-2016,46.8,Karnataka
Bengaluru,01-02-2016,46.75,Karnataka
Bengaluru,17-02-2016,47.05,Karnataka
Bengaluru,01-03-2016,47.05,Karnataka
Bengaluru,09-03-2016,48.16,Karnataka
Bengaluru,16-03-2016,48.1,Karnataka
Bengaluru,17-03-2016,50.14,Karnataka
Bengaluru,05-04-2016,51.28,Karnataka
Bengaluru,16-04-2016,50.72,Karnataka
Bengaluru,01-05-2016,54.02,Karnataka
Bengaluru,17-05-2016,55.32,Karnataka
Bengaluru,01-06-2016,57.74,Karnataka
Bengaluru,16-06-2016,59.09,Karnataka
Bengaluru,01-07-2016,58.43,Karnataka
Bengaluru,15-07-2016,57.98,Karnataka
Bengaluru,01-08-2016,55.85,Karnataka
Bengaluru,15-08-2016,53.75,Karnataka
Bengaluru,01-09-2016,56.6,Karnataka
Bengaluru,15-09-2016,56.25,Karnataka
Bengaluru,01-10-2016,56.17,Karnataka
Bengaluru,05-10-2016,56.25,Karnataka
Bengaluru,15-10-2016,59.22,Karnataka
Bengaluru,06-11-2016,60.38,Karnataka
Bengaluru,16-11-2016,58.54,Karnataka
Bengaluru,01-12-2016,58.39,Karnataka
Bengaluru,17-12-2016,60.65,Karnataka
Bengaluru,01-01-2017,61.87,Karnataka
Bengaluru,16-01-2017,63.04,Karnataka
Bengaluru,01-04-2017,59.4,Karnataka
Bengaluru,16-04-2017,60.7,Karnataka
Bengaluru,01-05-2017,61.25,Karnataka
Bengaluru,16-05-2017,58.65,Karnataka
Bengaluru,01-06-2017,59.76,Karnataka
Bengaluru,16-06-2017,58.18,Karnataka
Bengaluru,19-06-2017,57.66,Karnataka
Bengaluru,21-06-2017,57.61,Karnataka
Bengaluru,22-06-2017,57.54,Karnataka
Bengaluru,23-06-2017,57.45,Karnataka
Bengaluru,26-06-2017,57.16,Karnataka
Bengaluru,27-06-2017,57.11,Karnataka
Bengaluru,28-06-2017,57.15,Karnataka
Bengaluru,29-06-2017,57.1,Karnataka
Bengaluru,30-06-2017,57.08,Karnataka
Bengaluru,03-07-2017,54.42,Karnataka
Bengaluru,04-07-2017,54.35,Karnataka
Bengaluru,05-07-2017,54.39,Karnataka
Bengaluru,06-07-2017,54.52,Karnataka
Bengaluru,07-07-2017,54.73,Karnataka
Bengaluru,10-07-2017,55.52,Karnataka
Bengaluru,11-07-2017,54.88,Karnataka
Bengaluru,12-07-2017,54.92,Karnataka
Bengaluru,13-07-2017,54.83,Karnataka
Bengaluru,14-07-2017,54.8,Karnataka
Bengaluru,17-07-2017,55.18,Karnataka
Bengaluru,18-07-2017,55.19,Karnataka
Bengaluru,19-07-2017,55.23,Karnataka
Bengaluru,20-07-2017,55.24,Karnataka
Bengaluru,21-07-2017,55.17,Karnataka
Bengaluru,24-07-2017,55.13,Karnataka
Bengaluru,25-07-2017,55.14,Karnataka
Bengaluru,26-07-2017,55.09,Karnataka
Bengaluru,27-07-2017,55.09,Karnataka
Bengaluru,28-07-2017,55.17,Karnataka
Bengaluru,31-07-2017,55.66,Karnataka
Bengaluru,01-08-2017,55.67,Karnataka
Bengaluru,02-08-2017,55.68,Karnataka
Bengaluru,04-08-2017,56.16,Karnataka
Bengaluru,07-08-2017,56.72,Karnataka
Bengaluru,08-08-2017,56.79,Karnataka
Bengaluru,09-08-2017,56.85,Karnataka
Bengaluru,10-08-2017,56.88,Karnataka
Bengaluru,11-08-2017,57.05,Karnataka
Bengaluru,14-08-2017,57.37,Karnataka
Bengaluru,16-08-2017,57.43,Karnataka
Bengaluru,17-08-2017,57.46,Karnataka
Bengaluru,18-08-2017,57.36,Karnataka
Bengaluru,21-08-2017,57.13,Karnataka
Bengaluru,22-08-2017,57.12,Karnataka
Bengaluru,23-08-2017,57.17,Karnataka
Bengaluru,24-08-2017,57.13,Karnataka
Bengaluru,28-08-2017,57.15,Karnataka
Bengaluru,29-08-2017,57.08,Karnataka
Bengaluru,30-08-2017,57.13,Karnataka
Bengaluru,31-08-2017,57.17,Karnataka
Bengaluru,01-09-2017,57.2,Karnataka
Bengaluru,04-09-2017,57.43,Karnataka
Bengaluru,05-09-2017,57.54,Karnataka
Bengaluru,06-09-2017,57.54,Karnataka
Bengaluru,07-09-2017,57.67,Karnataka
Bengaluru,08-09-2017,57.87,Karnataka
Bengaluru,11-09-2017,58.7,Karnataka
Bengaluru,12-09-2017,58.82,Karnataka
Bengaluru,13-09-2017,58.8,Karnataka
Bengaluru,14-09-2017,58.85,Karnataka
Bengaluru,15-09-2017,58.91,Karnataka
Bengaluru,19-09-2017,58.94,Karnataka
Bengaluru,20-09-2017,58.9,Karnataka
Bengaluru,21-09-2017,58.78,Karnataka
Bengaluru,22-09-2017,58.8,Karnataka
Bengaluru,25-09-2017,58.81,Karnataka
Bengaluru,26-09-2017,58.79,Karnataka
Bengaluru,27-09-2017,58.77,Karnataka
Bengaluru,28-09-2017,58.81,Karnataka
Bengaluru,29-09-2017,58.89,Karnataka
Bengaluru,03-10-2017,59.22,Karnataka
Bengaluru,04-10-2017,56.96,Karnataka
Bengaluru,05-10-2017,56.94,Karnataka
Bengaluru,06-10-2017,57.02,Karnataka
Bengaluru,09-10-2017,57.04,Karnataka
Bengaluru,10-10-2017,57.11,Karnataka
Bengaluru,11-10-2017,57.18,Karnataka
Bengaluru,12-10-2017,57.15,Karnataka
Bengaluru,13-10-2017,57.18,Karnataka
Bengaluru,16-10-2017,57.13,Karnataka
Bengaluru,17-10-2017,57.11,Karnataka
Bengaluru,18-10-2017,57.15,Karnataka
Bengaluru,24-10-2017,57.54,Karnataka
Bengaluru,25-10-2017,57.65,Karnataka
Bengaluru,26-10-2017,57.74,Karnataka
Bengaluru,30-10-2017,58.2,Karnataka
Bengaluru,31-10-2017,58.33,Karnataka
Bengaluru,01-11-2017,58.39,Karnataka
Bengaluru,02-11-2017,58.5,Karnataka
Bengaluru,03-11-2017,58.61,Karnataka
Bengaluru,06-11-2017,59.01,Karnataka
Bengaluru,07-11-2017,59.05,Karnataka
Bengaluru,09-11-2017,59.1,Karnataka
Bengaluru,10-11-2017,59.17,Karnataka
Bengaluru,13-11-2017,59.17,Karnataka
Bengaluru,14-11-2017,59.13,Karnataka
Bengaluru,15-11-2017,59.11,Karnataka
Bengaluru,16-11-2017,59.1,Karnataka
Bengaluru,17-11-2017,59.1,Karnataka
Bengaluru,20-11-2017,59.19,Karnataka
Bengaluru,21-11-2017,59.12,Karnataka
Bengaluru,22-11-2017,59.09,Karnataka
Bengaluru,23-11-2017,59.09,Karnataka
Bengaluru,24-11-2017,59.12,Karnataka
Bengaluru,27-11-2017,59.2,Karnataka
Bengaluru,28-11-2017,59.19,Karnataka
Bengaluru,29-11-2017,59.26,Karnataka
Bengaluru,30-11-2017,59.21,Karnataka
Bengaluru,01-12-2017,59.23,Karnataka
Bengaluru,05-12-2017,59.41,Karnataka
Bengaluru,06-12-2017,59.36,Karnataka
Bengaluru,07-12-2017,59.36,Karnataka
Bengaluru,08-12-2017,59.35,Karnataka
Bengaluru,11-12-2017,59.41,Karnataka
Bengaluru,12-12-2017,59.31,Karnataka
Bengaluru,13-12-2017,59.29,Karnataka
Bengaluru,14-12-2017,59.3,Karnataka
Bengaluru,15-12-2017,59.35,Karnataka
Bengaluru,18-12-2017,59.6,Karnataka
Bengaluru,19-12-2017,59.7,Karnataka
Bengaluru,20-12-2017,59.8,Karnataka
Bengaluru,21-12-2017,59.83,Karnataka
Bengaluru,22-12-2017,59.89,Karnataka
Bengaluru,26-12-2017,60.37,Karnataka
Bengaluru,27-12-2017,60.37,Karnataka
Bengaluru,28-12-2017,60.46,Karnataka
Bengaluru,29-12-2017,60.56,Karnataka
Bengaluru,01-01-2018,60.77,Karnataka
Bengaluru,02-01-2018,60.76,Karnataka
Bengaluru,03-01-2018,60.89,Karnataka
Bengaluru,05-01-2018,61.01,Karnataka
Bengaluru,08-01-2018,61.57,Karnataka
Bengaluru,09-01-2018,61.7,Karnataka
Bengaluru,10-01-2018,61.83,Karnataka
Bengaluru,11-01-2018,62.01,Karnataka
Bengaluru,12-01-2018,62.2,Karnataka
Bengaluru,15-01-2018,62.76,Karnataka
Bengaluru,16-01-2018,62.9,Karnataka
Bengaluru,17-01-2018,63.08,Karnataka
Bengaluru,18-01-2018,63.28,Karnataka
Bengaluru,19-01-2018,63.47,Karnataka
Bengaluru,22-01-2018,64.05,Karnataka
Bengaluru,23-01-2018,64.24,Karnataka
Bengaluru,25-01-2018,64.58,Karnataka
Bengaluru,29-01-2018,64.99,Karnataka
Bengaluru,30-01-2018,65.06,Karnataka
Bengaluru,01-02-2018,65.17,Karnataka
Bengaluru,02-02-2018,65.17,Karnataka
Bengaluru,05-02-2018,65.2,Karnataka
